order_id,dish,complaint,photo,agent_decision,refund_amount_sgd,human_score,human_correct,confusing_photo,fluent_but_wrong
ORD-43703,chai tow kway,packaging crushed,photos/ord-43703.jpg,refund,8.89,7.0,True,clear photo,False
ORD-43710,wanton mee,cold on arrival,photos/ord-43710.jpg,refund,7.61,6.0,True,clear photo,False
ORD-43717,mee goreng,packaging crushed,photos/ord-43717.jpg,escalate,16.66,5.0,False,mostly clear,False
ORD-43724,fish soup,wrong item,photos/ord-43724.jpg,escalate,27.74,5.0,False,mostly clear,False
ORD-43731,roti prata,looks nothing like the photo,photos/ord-43731.jpg,reject,12.94,4.0,False,barely readable,False
ORD-43738,bak chor mee,looks nothing like the photo,photos/ord-43738.jpg,refund,7.68,8.0,True,hard to read,False
ORD-43745,laksa,looks nothing like the photo,photos/ord-43745.jpg,refund,19.69,9.0,False,hard to read,True
ORD-43752,roti prata,wrong item,photos/ord-43752.jpg,escalate,13.04,6.0,False,barely readable,False
ORD-43759,chai tow kway,packaging crushed,photos/ord-43759.jpg,refund,26.79,6.0,True,hard to read,False
ORD-43766,roti prata,wrong item,photos/ord-43766.jpg,refund,8.83,8.0,True,clear photo,False
ORD-43773,satay set,missing side,photos/ord-43773.jpg,escalate,23.63,5.0,False,mostly clear,False
ORD-43780,curry puff,wrong item,photos/ord-43780.jpg,escalate,13.48,6.0,False,mostly clear,False
ORD-43787,hokkien mee,looks nothing like the photo,photos/ord-43787.jpg,refund,22.95,5.0,True,barely readable,False
ORD-43794,kaya toast,missing side,photos/ord-43794.jpg,refund,20.83,6.0,True,clear photo,False
ORD-43801,carrot cake,wrong size,photos/ord-43801.jpg,escalate,14.67,4.0,False,barely readable,False
ORD-43808,chicken rice,cold on arrival,photos/ord-43808.jpg,refund,20.29,9.0,True,mostly clear,False
ORD-43815,satay set,packaging crushed,photos/ord-43815.jpg,reject,7.26,3.0,False,hard to read,False
ORD-43822,hokkien mee,cold on arrival,photos/ord-43822.jpg,escalate,19.8,7.0,False,clear photo,False
ORD-43829,laksa,packaging crushed,photos/ord-43829.jpg,refund,9.88,10.0,True,hard to read,False
ORD-43836,fish soup,spilled in transit,photos/ord-43836.jpg,refund,8.4,10.0,False,mostly clear,True
ORD-43843,fish soup,wrong item,photos/ord-43843.jpg,refund,23.19,10.0,True,hard to read,False
ORD-43850,fish soup,missing side,photos/ord-43850.jpg,escalate,19.23,5.0,False,barely readable,False
ORD-43857,laksa,missing side,photos/ord-43857.jpg,refund,4.41,7.0,True,hard to read,False
ORD-43864,nasi lemak,wrong size,photos/ord-43864.jpg,refund,20.75,6.0,True,clear photo,False
ORD-43871,chai tow kway,missing side,photos/ord-43871.jpg,refund,17.05,6.0,False,clear photo,True
ORD-43878,hokkien mee,wrong item,photos/ord-43878.jpg,refund,19.12,6.0,False,mostly clear,True
ORD-43885,curry puff,spilled in transit,photos/ord-43885.jpg,escalate,7.1,6.0,False,clear photo,False
ORD-43892,mee goreng,packaging crushed,photos/ord-43892.jpg,reject,5.75,3.0,False,barely readable,False
ORD-43899,chicken rice,spilled in transit,photos/ord-43899.jpg,refund,23.17,5.0,True,hard to read,False
ORD-43906,curry puff,spilled in transit,photos/ord-43906.jpg,escalate,15.12,6.0,False,clear photo,False
ORD-43913,kaya toast,missing side,photos/ord-43913.jpg,refund,13.71,8.0,True,mostly clear,False
ORD-43920,kaya toast,wrong item,photos/ord-43920.jpg,refund,20.09,10.0,True,barely readable,False
ORD-43927,laksa,wrong size,photos/ord-43927.jpg,refund,27.74,9.0,True,clear photo,False
ORD-43934,chai tow kway,wrong item,photos/ord-43934.jpg,reject,9.81,3.0,False,clear photo,False
ORD-43941,nasi lemak,wrong size,photos/ord-43941.jpg,escalate,16.89,7.0,False,mostly clear,False
ORD-43948,roti prata,missing side,photos/ord-43948.jpg,escalate,26.6,4.0,False,barely readable,False
ORD-43955,nasi lemak,wrong size,photos/ord-43955.jpg,refund,4.76,6.0,True,barely readable,False
ORD-43962,hokkien mee,packaging crushed,photos/ord-43962.jpg,refund,9.66,9.0,True,mostly clear,False
ORD-43969,fish soup,looks nothing like the photo,photos/ord-43969.jpg,escalate,18.02,5.0,False,hard to read,False
ORD-43976,satay set,wrong size,photos/ord-43976.jpg,refund,6.78,7.0,True,hard to read,False
ORD-43983,wanton mee,wrong size,photos/ord-43983.jpg,refund,6.23,9.0,True,mostly clear,False
ORD-43990,carrot cake,looks nothing like the photo,photos/ord-43990.jpg,refund,24.52,8.0,False,barely readable,True
ORD-43997,carrot cake,packaging crushed,photos/ord-43997.jpg,reject,25.14,3.0,False,barely readable,False
ORD-44004,wanton mee,spilled in transit,photos/ord-44004.jpg,escalate,8.19,6.0,False,mostly clear,False
ORD-44011,carrot cake,looks nothing like the photo,photos/ord-44011.jpg,escalate,7.94,3.0,False,mostly clear,False
ORD-44018,chai tow kway,cold on arrival,photos/ord-44018.jpg,escalate,8.21,4.0,False,clear photo,False
ORD-44025,laksa,spilled in transit,photos/ord-44025.jpg,escalate,4.82,6.0,False,clear photo,False
ORD-44032,fish soup,packaging crushed,photos/ord-44032.jpg,refund,16.3,8.0,True,hard to read,False
ORD-44039,bak chor mee,wrong item,photos/ord-44039.jpg,escalate,11.9,5.0,False,clear photo,False
ORD-44046,roti prata,cold on arrival,photos/ord-44046.jpg,refund,25.71,8.0,True,mostly clear,False
ORD-44053,curry puff,spilled in transit,photos/ord-44053.jpg,refund,24.29,8.0,True,mostly clear,False
ORD-44060,chai tow kway,wrong item,photos/ord-44060.jpg,refund,27.79,5.0,False,hard to read,True
ORD-44067,nasi lemak,missing side,photos/ord-44067.jpg,refund,10.24,7.0,True,mostly clear,False
ORD-44074,chicken rice,cold on arrival,photos/ord-44074.jpg,refund,4.66,8.0,True,barely readable,False
ORD-44081,nasi lemak,looks nothing like the photo,photos/ord-44081.jpg,refund,11.86,8.0,True,mostly clear,False
ORD-44088,mee goreng,cold on arrival,photos/ord-44088.jpg,refund,25.8,7.0,True,hard to read,False
ORD-44095,kaya toast,spilled in transit,photos/ord-44095.jpg,refund,18.59,8.0,True,hard to read,False
ORD-44102,laksa,packaging crushed,photos/ord-44102.jpg,escalate,7.57,5.0,False,mostly clear,False
ORD-44109,kaya toast,missing side,photos/ord-44109.jpg,refund,19.23,8.0,False,barely readable,True
ORD-44116,fish soup,cold on arrival,photos/ord-44116.jpg,escalate,23.46,6.0,False,hard to read,False
ORD-44123,curry puff,packaging crushed,photos/ord-44123.jpg,refund,15.5,5.0,False,clear photo,True
ORD-44130,hokkien mee,cold on arrival,photos/ord-44130.jpg,escalate,15.92,6.0,False,clear photo,False
ORD-44137,nasi lemak,wrong item,photos/ord-44137.jpg,escalate,12.28,5.0,False,barely readable,False
ORD-44144,nasi lemak,wrong item,photos/ord-44144.jpg,escalate,16.24,5.0,False,barely readable,False
ORD-44151,chai tow kway,spilled in transit,photos/ord-44151.jpg,refund,22.43,7.0,True,hard to read,False
ORD-44158,laksa,packaging crushed,photos/ord-44158.jpg,refund,16.75,8.0,True,hard to read,False
ORD-44165,kaya toast,missing side,photos/ord-44165.jpg,refund,6.25,9.0,True,hard to read,False
ORD-44172,curry puff,missing side,photos/ord-44172.jpg,refund,17.67,8.0,True,mostly clear,False
ORD-44179,mee goreng,wrong item,photos/ord-44179.jpg,escalate,23.11,5.0,False,barely readable,False
ORD-44186,hokkien mee,packaging crushed,photos/ord-44186.jpg,refund,26.89,8.0,True,hard to read,False
ORD-44193,laksa,wrong size,photos/ord-44193.jpg,refund,8.86,7.0,False,clear photo,True
